id,xspanish,complete_status,ppage,ppeduc,ppeducat,ppgender,ppethm,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,pprent,ppstaten,ppwork,Q1,Q2,Q3a,Q3b,Q4,QPID,POLIT200,ABCAGE,weights_pid
30206,English,qualified,69,Professional or Doctorate degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Not working - retired,Approve,Very concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",65+,.4667
30207,English,qualified,25,Associate degree,Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Missouri,Working - self-employed,Disapprove,Somewhat concerned,Yes,By the end of the year,No,A Democrat,"Yes, registered to vote at my current address",18-29,.5828
30208,English,qualified,73,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A building with 2 or more apartments,"$60,000 to $74,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Not working - retired,Disapprove,Somewhat concerned,Yes,By July 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,.4984
30209,English,qualified,75,Associate degree,Some college,Male,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$25,000 to $29,999",Widowed,Metro area,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Not working - retired,Approve,Not so concerned,Yes,By May 1,No,An Independent,"Yes, registered to vote at my current address",65+,.6084
30210,English,qualified,33,"Some college, no degree",Some college,Female,"White, Non-Hispanic",6 or more,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Working - self-employed,Disapprove,Not so concerned,Yes,By the end of summer,Yes,A Republican,"Yes, registered to vote at my current address",30-49,1.0404
30211,English,qualified,41,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",5,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Alabama,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",30-49,1.2232
30212,English,qualified,34,"Some college, no degree",Some college,Female,Hispanic,1,A building with 2 or more apartments,"$25,000 to $29,999",Separated,Non-metro area,MidWest,Rented for cash,Wisconsin,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of summer,No,A Democrat,"Yes, registered to vote at my current address",30-49,1.1287
30213,English,qualified,56,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Working - self-employed,Disapprove,Very concerned,Yes,By the end of the year,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",50-64,1.0462
30214,English,qualified,55,Associate degree,Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Working - as a paid employee,Approve,Somewhat concerned,Yes,By June 1,No,A Republican,"Yes, registered to vote at my current address",50-64,.9364
30215,English,qualified,43,Bachelor's degree,Bachelors degree or higher,Female,"2+ Races, Non-Hispanic",2,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - as a paid employee,Disapprove,Not so concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.6453
30216,English,qualified,71,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro area,West,Owned or being bought by you or someone in your household,New Mexico,Not working - retired,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",65+,.3782
30217,English,qualified,35,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",2,A building with 2 or more apartments,"$25,000 to $29,999",Never married,Metro area,South,Rented for cash,Florida,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,No,An Independent,"Yes, registered to vote at my current address",30-49,1.8655
30218,English,qualified,79,Master's degree,Bachelors degree or higher,Male,Hispanic,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Working - self-employed,Disapprove,Very concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",65+,.8258
30219,English,qualified,36,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - as a paid employee,Approve,Somewhat concerned,No, ,No,An Independent,"Yes, registered to vote at my current address",30-49,.8403
30220,English,qualified,64,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",6 or more,A one-family house detached from any other house,"$150,000 to $174,999",Widowed,Metro area,West,Owned or being bought by you or someone in your household,California,Not working - retired,Disapprove,Somewhat concerned,No, ,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.4177
30221,English,qualified,58,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Connecticut,Working - as a paid employee,Approve,Somewhat concerned,Yes,By June 1,No,A Republican,"Yes, registered to vote at my current address",50-64,.6409
30222,English,qualified,33,Master's degree,Bachelors degree or higher,Male,Hispanic,3,A building with 2 or more apartments,"$50,000 to $59,999",Married,Metro area,West,Rented for cash,Washington,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,Longer than that,No,Something else,"Yes, registered to vote at my current address",30-49,2.2673
30223,English,qualified,60,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Working - as a paid employee,Approve,Somewhat concerned,Yes,By June 1,Yes,Something else,"Yes, registered to vote at my current address",50-64,.855
30224,English,qualified,18,5th or 6th grade,Less than high school,Male,"Black, Non-Hispanic",2,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Not working - other,Disapprove,Not concerned at all,Yes,By the end of summer,No,A Democrat,"No, not registered to vote at my current address",18-29,4.3145
30225,English,qualified,24,"Some college, no degree",Some college,Female,Hispanic,4,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Not working - looking for work,Disapprove,Somewhat concerned,Yes,By the end of summer,No,A Democrat,"Yes, registered to vote at my current address",18-29,1.7908
30226,English,qualified,59,"Some college, no degree",Some college,Male,"Black, Non-Hispanic",1,A one-family house detached from any other house,"$30,000 to $34,999",Never married,Metro area,South,Rented for cash,Maryland,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,1.3008
30227,English,qualified,46,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro area,South,Owned or being bought by you or someone in your household,Florida,Working - as a paid employee,Approve,Very concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",30-49,.6799
30228,English,qualified,37,"Some college, no degree",Some college,Female,"White, Non-Hispanic",2,A building with 2 or more apartments,"$20,000 to $24,999",Never married,Metro area,West,Occupied without payment of cash rent,California,Working - self-employed,Approve,Somewhat concerned,Yes,By June 1,Did not leave home in the past week,An Independent,"No, not registered to vote at my current address",30-49,1.0196
30229,English,qualified,52,Bachelor's degree,Bachelors degree or higher,Female,Hispanic,1,A one-family house detached from any other house,"$35,000 to $39,999",Never married,Metro area,West,Rented for cash,Colorado,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,No,A Democrat,"Yes, registered to vote at my current address",50-64,.8421
30230,Spanish,qualified,77,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,Hispanic,2,A building with 2 or more apartments,"$15,000 to $19,999",Divorced,Metro area,South,Rented for cash,Florida,Not working - retired,Approve,Very concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",65+,1.7895
30231,English,qualified,20,11th grade,Less than high school,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Not working - disabled,Disapprove,Somewhat concerned,Yes,By June 1,Yes,An Independent,"No, not registered to vote at my current address",18-29,2.3512
30232,English,qualified,68,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Not working - retired,Disapprove,Very concerned,Yes,By June 1,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.7056
30233,English,qualified,46,Professional or Doctorate degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",2,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,West,Owned or being bought by you or someone in your household,New Mexico,Working - as a paid employee,Approve,Not so concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",30-49,.8462
