"","year","country","countryNUM","ccodeiso","incDiocese","decDiocese","sumDiocese","state3","polity2","cathpct","cathpop","propenpt","jewpct","nonCathVsChristian","gdp","gdpChange","nonCathVsCath","hogCatholic","hogrel","hogideo","cathPreferredReligion","cathCompositeScore","cathReligiousEducationCompositeScore","cathFinancialCompositeScore","cathRegulatoryBurdenCompositeScore","cathFreeExerciseCompositeScore","incDiocese_lag","decDiocese_lag","sumDiocese_lag","state3_lag","polity2_lag","cathpct_lag","cathpop_lag","propenpt_lag","jewpct_lag","nonCathVsChristian_lag","gdp_lag","gdpChange_lag","nonCathVsCath_lag","hogCatholic_lag","hogrel_lag","hogideo_lag","cathPreferredReligion_lag","cathCompositeScore_lag","cathReligiousEducationCompositeScore_lag","cathFinancialCompositeScore_lag","cathRegulatoryBurdenCompositeScore_lag","cathFreeExerciseCompositeScore_lag","anyDiocese"
"695",1941,"Canada",7,"CAN",0,0,0,"None",10,41.66792,5112202,39.19111,1.43615,0,6050.767304,12.7140597287675,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,41.53152,5027547,39.33631,1.463251,0,5368.24538,12.5859368991455,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"696",1942,"Canada",7,"CAN",0,0,0,"None",10,41.97272,5218206,38.85453,1.437811,0,7033.375888,16.239404601635,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,41.66792,5112202,39.19111,1.43615,0,6050.767304,12.7140597287675,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"697",1943,"Canada",7,"CAN",0,0,0,"None",10,42.27752,5325169,38.5205,1.439462,0,7262.758564,3.26134532908104,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,41.97272,5218206,38.85453,1.437811,0,7033.375888,16.239404601635,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"698",1944,"Canada",7,"CAN",2,0,2,"Increase",10,42.58233,5433094,38.18999,1.44112,0,7442.561135,2.47567875781036,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,42.27752,5325169,38.5205,1.439462,0,7262.758564,3.26134532908104,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"699",1945,"Canada",7,"CAN",3,0,3,"Increase",10,42.88713,5541977,37.86547,1.442784,0,7132.952596,-4.15997307088294,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,2,0,2,"Increase",10,42.58233,5433094,38.18999,1.44112,0,7442.561135,2.47567875781036,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"700",1946,"Canada",7,"CAN",1,0,1,"Increase",10,43.19193,5651819,37.53825,1.444439,0,6931.243312,-2.82785117782942,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,3,0,3,"Increase",10,42.88713,5541977,37.86547,1.442784,0,7132.952596,-4.15997307088294,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"701",1947,"Canada",7,"CAN",0,0,0,"None",10,43.49675,5762620,37.20279,1.4461,0,7088.210526,2.2646328650481,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,1,0,1,"Increase",10,43.19193,5651819,37.53825,1.444439,0,6931.243312,-2.82785117782942,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"702",1948,"Canada",7,"CAN",3,0,3,"Increase",10,43.80155,5874377,36.86726,1.447752,0,7065.324127,-0.322879786316321,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,43.49675,5762620,37.20279,1.4461,0,7088.210526,2.2646328650481,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"703",1949,"Canada",7,"CAN",0,0,0,"None",10,44.10635,5987090,36.53312,1.44941,0,7064.080481,-0.0176021082351707,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,3,0,3,"Increase",10,43.80155,5874377,36.86726,1.447752,0,7065.324127,-0.322879786316321,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"704",1950,"Canada",7,"CAN",0,0,0,"None",10,44.41116,6100759,36.22042,1.451067,0,7291.479766,3.21909250059691,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,44.10635,5987090,36.53312,1.44941,0,7064.080481,-0.0176021082351707,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"705",1951,"Canada",7,"CAN",5,0,5,"Increase",10,44.71597,6304996,36.61376,1.452727,0,7533.490223,3.31908562824914,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,44.41116,6100759,36.22042,1.451067,0,7291.479766,3.21909250059691,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"706",1952,"Canada",7,"CAN",1,0,1,"Increase",10,44.91592,6504517,36.45457,1.44649,0,7833.035205,3.97617801487919,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,5,0,5,"Increase",10,44.71597,6304996,36.61376,1.452727,0,7533.490223,3.31908562824914,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"707",1953,"Canada",7,"CAN",1,0,1,"Increase",10,45.11589,6714147,36.34414,1.44025,0,7984.259099,1.93059127199466,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,1,0,1,"Increase",10,44.91592,6504517,36.45457,1.44649,0,7833.035205,3.97617801487919,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"708",1954,"Canada",7,"CAN",0,0,0,"None",10,45.31585,6933505,36.27417,1.434015,0,7699.418882,-3.56752221424872,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,1,0,1,"Increase",10,45.11589,6714147,36.34414,1.44025,0,7984.259099,1.93059127199466,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"709",1955,"Canada",7,"CAN",0,0,0,"None",10,45.51582,7161394,36.23167,1.427781,0,8201.251112,6.5177935853471,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,45.31585,6933505,36.27417,1.434015,0,7699.418882,-3.56752221424872,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"710",1956,"Canada",7,"CAN",4,0,4,"Increase",10,45.71577,7395723,36.19958,1.421544,0,8651.945715,5.49543718202394,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,45.51582,7161394,36.23167,1.427781,0,8201.251112,6.5177935853471,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"711",1957,"Canada",7,"CAN",0,0,0,"None",10,45.91574,7633551,36.1581,1.415303,0,8606.741597,-0.522473435329451,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,4,0,4,"Increase",10,45.71577,7395723,36.19958,1.421544,0,8651.945715,5.49543718202394,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"712",1958,"Canada",7,"CAN",1,0,1,"Increase",10,46.1157,7871243,36.08623,1.409066,0,8534.014767,-0.844998414096099,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,45.91574,7633551,36.1581,1.415303,0,8606.741597,-0.522473435329451,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"713",1959,"Canada",7,"CAN",0,0,0,"None",10,46.31567,8104766,35.96385,1.402831,0,8676.236851,1.66653196511863,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,1,0,1,"Increase",10,46.1157,7871243,36.08623,1.409066,0,8534.014767,-0.844998414096099,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"714",1960,"Canada",7,"CAN",0,0,0,"None",10,46.51563,8330591,35.77625,1.396592,0,8752.507628,0.879076704679971,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,46.31567,8104766,35.96385,1.402831,0,8676.236851,1.66653196511863,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"715",1961,"Canada",7,"CAN",0,0,0,"None",10,46.71559,8546692,35.5166,1.390357,0,8832.745004,0.916735859141848,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,46.51563,8330591,35.77625,1.396592,0,8752.507628,0.879076704679971,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"716",1962,"Canada",7,"CAN",0,0,0,"None",10,46.74297,8721225,35.16298,1.378022,0,9276.909344,5.02861046932583,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,46.71559,8546692,35.5166,1.390357,0,8832.745004,0.916735859141848,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"717",1963,"Canada",7,"CAN",1,0,1,"Increase",10,46.77036,8888368,34.76061,1.365687,0,9566.381691,3.12035330157907,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,46.74297,8721225,35.16298,1.378022,0,9276.909344,5.02861046932583,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"718",1964,"Canada",7,"CAN",0,0,0,"None",10,46.79773,9053140,34.33805,1.35335,0,9999.364316,4.52608560880805,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,1,0,1,"Increase",10,46.77036,8888368,34.76061,1.365687,0,9566.381691,3.12035330157907,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"719",1965,"Canada",7,"CAN",0,0,0,"None",10,46.82512,9219252,34.08918,1.341019,0,10472.91669,4.73582478880452,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,46.79773,9053140,34.33805,1.35335,0,9999.364316,4.52608560880805,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"720",1966,"Canada",7,"CAN",0,0,0,"None",10,46.8525,9387261,33.62889,1.328683,0,10946.13511,4.51849693841113,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,46.82512,9219252,34.08918,1.341019,0,10472.91669,4.73582478880452,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"721",1967,"Canada",7,"CAN",8,0,8,"Increase",10,46.87989,9556064,33.32915,1.316347,0,11078.26999,1.20713730163342,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,46.8525,9387261,33.62889,1.328683,0,10946.13511,4.51849693841113,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"722",1968,"Canada",7,"CAN",0,0,0,"None",10,46.90727,9725695,33.05633,1.304011,0,11479.06409,3.61784015339746,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,8,0,8,"Increase",10,46.87989,9556064,33.32915,1.316347,0,11078.26999,1.20713730163342,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"723",1969,"Canada",7,"CAN",0,0,0,"None",10,46.93465,9895834,32.76079,1.291678,0,11912.35222,3.77459457149874,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,46.90727,9725695,33.05633,1.304011,0,11479.06409,3.61784015339746,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"724",1970,"Canada",7,"CAN",0,0,0,"None",10,46.96204,10066032,32.44173,1.279341,0,12050.49052,1.15962236046105,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0,0,0,"None",10,46.93465,9895834,32.76079,1.291678,0,11912.35222,3.77459457149874,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"725",1971,"Canada",7,"CAN",0,0,0,"None",10,46.99916,10239051,32.06668,1.267006,0,12561.92569,4.24410250479994,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0,0,0,"None",10,46.96204,10066032,32.44173,1.279341,0,12050.49052,1.15962236046105,0,"Non-Christian","0","C",1,3,3,2.5,2.3333,2,0
"726",1972,"Canada",7,"CAN",0,0,0,"None",10,46.89257,10380739,31.6484,1.260006,0,13072.49433,4.06441378973004,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0,0,0,"None",10,46.99916,10239051,32.06668,1.267006,0,12561.92569,4.24410250479994,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"727",1973,"Canada",7,"CAN",1,0,1,"Increase",10,46.78598,10519365,31.22952,1.253006,0,13837.89534,5.85504947011899,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0,0,0,"None",10,46.89257,10380739,31.6484,1.260006,0,13072.49433,4.06441378973004,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"728",1974,"Canada",7,"CAN",1,0,1,"Increase",10,46.6794,10651545,30.81045,1.246006,0,14204.68902,2.65064643855011,0,"Non-Christian","0","C",1,3,3,2.5,2,2,1,0,1,"Increase",10,46.78598,10519365,31.22952,1.253006,0,13837.89534,5.85504947011899,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"729",1975,"Canada",7,"CAN",0,0,0,"None",10,46.57281,10775013,30.39149,1.239008,0,14316.26252,0.785469501253466,0,"Non-Christian","0","C",1,3,3,2.5,2,2,1,0,1,"Increase",10,46.6794,10651545,30.81045,1.246006,0,14204.68902,2.65064643855011,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"730",1976,"Canada",7,"CAN",0,0,0,"None",10,46.46622,10889444,29.97269,1.232007,0,14902.39184,4.09415040539505,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0,0,0,"None",10,46.57281,10775013,30.39149,1.239008,0,14316.26252,0.785469501253466,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"731",1977,"Canada",7,"CAN",0,0,0,"None",10,46.35964,10996066,29.55401,1.225007,0,15222.68074,2.14924492282038,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0,0,0,"None",10,46.46622,10889444,29.97269,1.232007,0,14902.39184,4.09415040539505,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"732",1978,"Canada",7,"CAN",0,0,0,"None",10,46.25306,11096202,29.13535,1.21801,0,15680.20036,3.00551281219343,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0,0,0,"None",10,46.35964,10996066,29.55401,1.225007,0,15222.68074,2.14924492282038,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"733",1979,"Canada",7,"CAN",0,0,0,"None",10,46.14647,11191836,28.71654,1.211008,0,16170.14528,3.12460879804728,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0,0,0,"None",10,46.25306,11096202,29.13535,1.21801,0,15680.20036,3.00551281219343,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"734",1980,"Canada",7,"CAN",2,0,2,"Increase",10,46.03988,11284861,28.29741,1.204008,0,16175.70639,0.0343912185308382,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0,0,0,"None",10,46.14647,11191836,28.71654,1.211008,0,16170.14528,3.12460879804728,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"735",1981,"Canada",7,"CAN",0,0,0,"None",10,45.93329,11374829,27.87802,1.197009,0,16472.4498,1.83450047154323,0,"Non-Christian","0","C",1,3,3,2.5,2,2,2,0,2,"Increase",10,46.03988,11284861,28.29741,1.204008,0,16175.70639,0.0343912185308382,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"736",1982,"Canada",7,"CAN",1,0,1,"Increase",10,45.82671,11462535,27.45832,1.190867,0,15779.40552,-4.20729331954011,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0,0,0,"None",10,45.93329,11374829,27.87802,1.197009,0,16472.4498,1.83450047154323,0,"Non-Christian","0","C",1,3,3,2.5,2,2,0
"737",1983,"Canada",7,"CAN",0,0,0,"None",10,45.72012,11552535,27.03781,1.184722,0,16076.4133,1.88224949047384,0,"Non-Christian","0","C",1,3,2.5,3,2,2,1,0,1,"Increase",10,45.82671,11462535,27.45832,1.190867,0,15779.40552,-4.20729331954011,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"738",1984,"Canada",7,"CAN",0,0,0,"None",10,45.61354,11650625,26.61583,1.178579,0,16835.82473,4.72376154947447,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0,0,0,"None",10,45.72012,11552535,27.03781,1.184722,0,16076.4133,1.88224949047384,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"739",1985,"Canada",7,"CAN",0,0,0,"None",10,45.50695,11760579,26.19194,1.172439,0,17582.06895,4.43247795678376,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0,0,0,"None",10,45.61354,11650625,26.61583,1.178579,0,16835.82473,4.72376154947447,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"740",1986,"Canada",7,"CAN",1,0,1,"Increase",10,45.40037,11884297,25.76591,1.166295,0,17862.10397,1.59273075766204,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0,0,0,"None",10,45.50695,11760579,26.19194,1.172439,0,17582.06895,4.43247795678376,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0
"741",1987,"Canada",7,"CAN",0,0,0,"None",10,45.29378,12019747,25.33795,1.160152,0,18348.15459,2.72112748204991,0,"Non-Christian","0","R",1,3,2.5,3,2,2,1,0,1,"Increase",10,45.40037,11884297,25.76591,1.166295,0,17862.10397,1.59273075766204,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0
"742",1988,"Canada",7,"CAN",0,0,0,"None",10,45.18719,12161846,24.90871,1.154008,0,18993.07673,3.51491555642056,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0,0,0,"None",10,45.29378,12019747,25.33795,1.160152,0,18348.15459,2.72112748204991,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0
"743",1989,"Canada",7,"CAN",0,0,0,"None",10,45.08061,12303335,24.47902,1.147866,0,19108.48707,0.607644257118722,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0,0,0,"None",10,45.18719,12161846,24.90871,1.154008,0,18993.07673,3.51491555642056,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0
"744",1990,"Canada",7,"CAN",1,0,1,"Increase",10,44.97402,12438821,24.04952,1.141722,0,18872.38851,-1.23556909102798,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0,0,0,"None",10,45.08061,12303335,24.47902,1.147866,0,19108.48707,0.607644257118722,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0
"745",1991,"Canada",7,"CAN",0,0,0,"None",10,44.86744,12567130,23.62038,1.13558,0,18255.18252,-3.27041799543794,0,"Non-Christian","0","R",1,3,2.5,3,2,2,1,0,1,"Increase",10,44.97402,12438821,24.04952,1.141722,0,18872.38851,-1.23556909102798,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0
"746",1992,"Canada",7,"CAN",0,0,0,"None",10,44.73361,12681633,23.26862,1.130768,0,18139.03523,-0.63624283061946,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0,0,0,"None",10,44.86744,12567130,23.62038,1.13558,0,18255.18252,-3.27041799543794,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0
"747",1993,"Canada",7,"CAN",0,0,0,"None",10,44.59979,12789580,22.91714,1.12596,0,18302.79063,0.90277899526412,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0,0,0,"None",10,44.73361,12681633,23.26862,1.130768,0,18139.03523,-0.63624283061946,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0
"748",1994,"Canada",7,"CAN",0,0,0,"None",10,44.46596,12891233,22.56595,1.121149,0,18935.97905,3.45951845704964,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0,0,0,"None",10,44.59979,12789580,22.91714,1.12596,0,18302.79063,0.90277899526412,0,"Non-Christian","0","R",1,3,2.5,3,2,2,0
"749",1995,"Canada",7,"CAN",0,0,0,"None",10,44.332,12987014,22.21499,1.116338,0,19226.97874,1.53675544967398,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0,0,0,"None",10,44.46596,12891233,22.56595,1.121149,0,18935.97905,3.45951845704964,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"750",1996,"Canada",7,"CAN",0,0,0,"None",10,44.14303,13060319,21.86386,1.111529,0,19318.58215,0.476431639306019,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0,0,0,"None",10,44.332,12987014,22.21499,1.116338,0,19226.97874,1.53675544967398,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"751",1997,"Canada",7,"CAN",0,0,0,"None",10,43.95406,13127541,21.51299,1.106718,0,19952.64705,3.28215028968883,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0,0,0,"None",10,44.14303,13060319,21.86386,1.111529,0,19318.58215,0.476431639306019,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"752",1998,"Canada",7,"CAN",0,2,-2,"Decrease",10,43.76509,13191046,21.16214,1.101907,0,20612.56219,3.3074064726665,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0,0,0,"None",10,43.95406,13127541,21.51299,1.106718,0,19952.64705,3.28215028968883,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"753",1999,"Canada",7,"CAN",0,0,0,"None",10,43.57613,13253970,20.81091,1.097096,0,21563.34966,4.61266028568377,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0,2,-2,"Decrease",10,43.76509,13191046,21.16214,1.101907,0,20612.56219,3.3074064726665,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"754",2000,"Canada",7,"CAN",0,0,0,"None",10,43.38717,13318743,20.45905,1.092287,0,22488.1672,4.28883988147508,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0,0,0,"None",10,43.57613,13253970,20.81091,1.097096,0,21563.34966,4.61266028568377,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"755",2001,"Canada",7,"CAN",0,0,0,"None",10,43.1982,13385734,20.10649,1.087476,0,22598.52758,0.490748663590512,0,"Non-Christian","0","C",1,3,2.5,2.5,2,2,0,0,0,"None",10,43.38717,13318743,20.45905,1.092287,0,22488.1672,4.28883988147508,0,"Non-Christian","0","C",1,3,2.5,3,2,2,0
"756",2002,"Canada",7,"CAN",0,0,0,"None",10,42.59167,13324270,19.74507,1.07528,0,23156.41099,2.4686715009421,0,"Non-Christian","0","C",1,3,2,2.5,2,2,0,0,0,"None",10,43.1982,13385734,20.10649,1.087476,0,22598.52758,0.490748663590512,0,"Non-Christian","0","C",1,3,2.5,2.5,2,2,0
"757",2003,"Canada",7,"CAN",0,0,0,"None",10,41.98513,13263789,19.38185,1.063089,0,23409.04387,1.09098460944186,0,"Non-Christian","0","C",1,3,2,2.5,2,2,0,0,0,"None",10,42.59167,13324270,19.74507,1.07528,0,23156.41099,2.4686715009421,0,"Non-Christian","0","C",1,3,2,2.5,2,2,0
"758",2004,"Canada",7,"CAN",0,0,0,"None",10,41.3786,13205601,19.01665,1.050894,0,23942.89715,2.28054286610211,0,"Non-Christian","0","C",1,3,2,2.5,2,2,0,0,0,"None",10,41.98513,13263789,19.38185,1.063089,0,23409.04387,1.09098460944186,0,"Non-Christian","0","C",1,3,2,2.5,2,2,0
"759",2005,"Canada",7,"CAN",0,0,0,"None",10,40.77207,13150254,18.64928,1.038697,0,24470.04879,2.20170364804828,0,"Non-Christian","0","C",1,3,2,2.5,2,2,0,0,0,"None",10,41.3786,13205601,19.01665,1.050894,0,23942.89715,2.28054286610211,0,"Non-Christian","0","C",1,3,2,2.5,2,2,0
"760",2006,"Canada",7,"CAN",0,0,0,"None",10,40.16554,13098378,18.27964,1.026504,0,24970.72603,2.04608190321471,0,"Non-Christian","0","R",1,1.5,2,2.5,2,2,0,0,0,"None",10,40.77207,13150254,18.64928,1.038697,0,24470.04879,2.20170364804828,0,"Non-Christian","0","C",1,3,2,2.5,2,2,0
"761",2007,"Canada",7,"CAN",0,2,-2,"Decrease",10,39.55901,13048859,17.90779,1.014309,0,25809.1768,3.3577348491697,0,"Non-Christian","0","R",1,1.5,2,2.5,2,2,0,0,0,"None",10,40.16554,13098378,18.27964,1.026504,0,24970.72603,2.04608190321471,0,"Non-Christian","0","R",1,1.5,2,2.5,2,2,0
"762",2008,"Canada",7,"CAN",0,0,0,"None",10,38.95248,12998402,17.5342,1.002116,0,25267.18454,-2.09999824558528,0,"Non-Christian","0","R",1,1.5,2,2.5,2,2,0,2,-2,"Decrease",10,39.55901,13048859,17.90779,1.014309,0,25809.1768,3.3577348491697,0,"Non-Christian","0","R",1,1.5,2,2.5,2,2,0
"765",1902,"Chile",8,"CHL",0,0,0,"None",3,94.95788,2886239,1.017439,0.0409608,0,2292.577715,3.15244304713604,0,"Non-Christian","0","C",1,2,3,4,1,4,1,0,1,"Increase",3,94.66862,2844048,1.013976,0.0373143,0,2222.51422,1.29812047660753,0,"Non-Christian","0","R",1,2,3,4,1,4,0
"766",1903,"Chile",8,"CHL",0,0,0,"None",3,95.24714,2928702,1.020962,0.0445876,0,2138.784592,-6.70830576402074,0,"Non-Christian","0","C",1,2,3,4,1,4,0,0,0,"None",3,94.95788,2886239,1.017439,0.0409608,0,2292.577715,3.15244304713604,0,"Non-Christian","0","C",1,2,3,4,1,4,0
"767",1904,"Chile",8,"CHL",0,0,0,"None",3,95.53641,2971464,1.024437,0.0481948,0,2287.481785,6.95241557079629,0,"Non-Christian","0","C",1,2,3,4,1,4,0,0,0,"None",3,95.24714,2928702,1.020962,0.0445876,0,2138.784592,-6.70830576402074,0,"Non-Christian","0","C",1,2,3,4,1,4,0
"768",1905,"Chile",8,"CHL",0,0,0,"None",3,95.82568,3014555,1.02795,0.0518457,0,2259.240285,-1.23461092390732,0,"Non-Christian","0","C",1,2,3,4,1,4,0,0,0,"None",3,95.53641,2971464,1.024437,0.0481948,0,2287.481785,6.95241557079629,0,"Non-Christian","0","C",1,2,3,4,1,4,0
"769",1906,"Chile",8,"CHL",0,0,0,"None",3,96.11494,3058011,1.031456,0.0554749,0,2408.401395,6.60226851434706,0,"Non-Christian","0","C",1,2,3,4,1,4,0,0,0,"None",3,95.82568,3014555,1.02795,0.0518457,0,2259.240285,-1.23461092390732,0,"Non-Christian","0","C",1,2,3,4,1,4,0
"770",1907,"Chile",8,"CHL",0,0,0,"None",3,96.40418,3101873,1.034973,0.0591129,0,2507.31159,4.10688165209272,0,"Non-Christian","0","R",1,2,3,4,1,4,0,0,0,"None",3,96.11494,3058011,1.031456,0.0554749,0,2408.401395,6.60226851434706,0,"Non-Christian","0","C",1,2,3,4,1,4,0
"771",1908,"Chile",8,"CHL",1,0,1,"Increase",3,96.69344,3146189,1.038455,0.0627271,0,2742.524742,9.38108980703114,0,"Non-Christian","0","R",1,2,3,4,1,4,0,0,0,"None",3,96.40418,3101873,1.034973,0.0591129,0,2507.31159,4.10688165209272,0,"Non-Christian","0","R",1,2,3,4,1,4,0
"772",1909,"Chile",8,"CHL",0,0,0,"None",3,96.9827,3191011,1.041975,0.0663771,0,2725.694695,-0.613669832846309,0,"Non-Christian","0","R",1,2,3,4,1,4,1,0,1,"Increase",3,96.69344,3146189,1.038455,0.0627271,0,2742.524742,9.38108980703114,0,"Non-Christian","0","R",1,2,3,4,1,4,0
"773",1910,"Chile",8,"CHL",2,0,2,"Increase",3,97.27197,3236400,1.045484,0.0699995,0,3000.107609,10.0676320977321,0,"Non-Christian","0","R",1,2,3,4,1,4,0,0,0,"None",3,96.9827,3191011,1.041975,0.0663771,0,2725.694695,-0.613669832846309,0,"Non-Christian","0","R",1,2,3,4,1,4,0
"774",1911,"Chile",8,"CHL",0,0,0,"None",3,96.98535,3263042,1.176263,0.0736223,0,2886.534444,-3.7856363771517,0,"Non-Christian","0","C",1,2,3,4,1,4,2,0,2,"Increase",3,97.27197,3236400,1.045484,0.0699995,0,3000.107609,10.0676320977321,0,"Non-Christian","0","R",1,2,3,4,1,4,0
